"WorkoutType","WorkoutDescription","ExerciseDescription","Code","PlannedDuration","PlannedDistanceInMeters","WorkoutDay","CoachComments","DistanceInMeters","PowerAverage","PowerMax","Energy","AthleteComments","TimeTotalInHours","VelocityAverage","VelocityMax","CadenceAverage","CadenceMax","HeartRateAverage","HeartRateMax","TorqueAverage","TorqueMax","IF","TSS","HRZone1Minutes","HRZone2Minutes","HRZone3Minutes","HRZone4Minutes","HRZone5Minutes","HRZone6Minutes","HRZone7Minutes","HRZone8Minutes","HRZone9Minutes","HRZone10Minutes","PWRZone1Minutes","PWRZone2Minutes","PWRZone3Minutes","PWRZone4Minutes","PWRZone5Minutes","PWRZone6Minutes","PWRZone7Minutes","PWRZone8Minutes","PWRZone9Minutes","PWRZone10Minutes"
"Run","The purpose of this activity is to both promote recovery and consistency of movement while increasing mileage The run should be very EZ and at a low HR.","Custom","Custom","0.75","5391.30419921875","9/16/2016","","5204.60986328125","","","","","0.740180799696181","1.95299994945526","","","","96","125","","","0.618020700630941","31.09","24","20","0","0","0","","","","","","","","","","","","","","",""
"Run","Keep it EASY and end with 4 x Pickups: 20 sec increasing speed from 60%-90%, maintaining form and increasing turnover. Then aerobic pace for about 30 sec then repeat.","Custom","Custom","0.75","","9/16/2016","","6993.14990234375","","","","","0.752840304904514","2.57999992370605","","","","131","156","","","0.825313586353298","56.42","1","17","22","5","0","","","","","","","","","","","","","","",""
"Bike","Easy ride today. HR zone 1-2.","Custom","Custom","1","","9/16/2016","","32562.2644444451","98","144","353.018","","1","9.0450734567903","","75","","123","132","","","0.468417039940869","21.83","0","47","12","0","0","","","","","","57","3","0","0","0","0","","","",""
"Run","","Custom","Custom","","","9/16/2016","","693.409973144531","","","","","0.139437501695421","1.38100004196167","","","","104","140","","","0.431649154393124","2.74","6","2","0","0","0","","","","","","","","","","","","","","",""
"Run","EASY and end with 4 Pickups","Custom","Custom","0.5","","9/17/2016","","3799.28002929688","","","","","0.57774888780382","1.82700002193451","","","","89","137","","","0.59176660545829","22.12","26","6","3","0","0","","","","","","","","","","","","","","",""
"Bike","Nice and EASY! Either outside or on Trainer","Custom","Custom","1.5","","9/17/2016","Purpose is build aerobic system by activating slow-twitch muscles and keeping HR down (z1 - z2).","32451.26953125","","","","","1.51771755642361","5.93900012969971","","52","","96","126","","","0.595375536243049","60.21","81","10","0","0","0","","","","","","","","","","","","","","",""
"Other","","Custom","Custom","","","9/18/2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Run","","Custom","Custom","","","9/18/2016","","9897.849609375","","","","","0.921771104600694","2.98300004005432","","","","150","178","","","0.92919922885958","87.98","0","1","11","36","7","","","","","","","","","","","","","","",""
"Day Off","","","","","","9/19/2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bike","Just get out and ride or stay indoors on Trainer. EASY pace to promote recovery!","Custom","Custom","1","","9/20/2016","","33789.2622222228","83","151","299.698","","1","9.38590617283968","","77","","108","121","","","0.390406368414598","15.13","10","50","0","0","0","","","","","","59","1","0","0","0","0","","","",""
"Swim","-400 EASY w/u -300 PB&P -200 kick on back w/fins -100: build 50, :10RI, reverse build 50 -5 x 300 (each 300 in this order: 100 PB&P, 100 PB, 100 free) :30 RI MOD Effort -200 EASY c/d","Custom","Custom","1","2700","9/20/2016","","2700","","","","","0.898333333333333","0.834879406307978","","21","","","","","","0.950731688195627","69.33","","","","","","","","","","","","","","","","","","","",""
"Run","","Custom","Custom","","","9/20/2016","","3691.38989257813","","","","","0.608388875325521","1.68499994277954","","","","80","134","","","0.536598457648344","19.16","32","4","0","0","0","","","","","","","","","","","","","","",""
"Run","Start EASY, then increase speed by 10sec per mile every 10 min.","Custom","Custom","1","","9/21/2016","Be focused and start EASY!","10133.33984375","","","","","1","2.81500005722046","","","","135","166","","","0.894771561370787","88.67","2","20","18","13","6","","","","","","","","","","","","","","",""
"Swim","-200 EASY w/u -5 x 100 (3c,2c,1c, swim) :15 RI (you can wear fins) -6 x 75 HOLD PACE on 1:40 -200 kick w/fins -20 x 25 HOLD PACE w/PB&P on :30 -200 EASY c/d","Custom","Custom","0.75","2000","9/21/2016","Moved the next two swims since we are once again anticipating T storms Friday.","2000","","","","","0.685","0.8110300081103","","20","","","","","","0.918020428092885","46.54","","","","","","","","","","","","","","","","","","","",""
"Swim","1 x 400 easy warm-up mix 6 x 50 drill/swim Drill=straight-arm on :20 RI 9 x 50 swim w/ ""15 RI (1st 3 build, 2nd 3 reverse build, 3rd 3 FAST) 100 EASY 6 x 75 (25 EASY, 25 FAST, 25 EASY) :15RI 100 EASY 6 x 100 descending (1-3) on 2:20 1 x 200 easy recovery","Custom","Custom","0.833333333333333","2300","9/22/2016","","2300","","","","","0.742545281516181","0.860451587439652","","19","","","","","","0.950358688605907","63.74","","","","","","","","","","","","","","","","","","","",""
"Bike","-5min EASY w/u 95±5 rpm -5 x 30sec one legged @70rpm (each) -5 x 30 pickups, 30 sec EASY -10x (2min LOW BRO, 1min EASY) -10min EASY c/d","Custom","Custom","1","","9/23/2016","LOW BROW=LOWEST RPM gear possible in cassette (11 or 12) and Big Ring Only (BRO). These are best done on Flat terrain. RPM should be below 70. Effort level is HARD","31959.4905555555","123","180","442.39"," *09/22/2016 Mark Turner: Moved this to today since I needed to get the swim in yesterday.*","1","8.8776362654321","","66","","108","123","","","0.631484539678379","34.7","21","39","0","0","0","","","","","","32","27","1","0","0","0","","","",""
"Run","LOW HR! Run 9min, WALK 1 min","Custom","Custom","0.75","","9/23/2016","","4556.330078125","","","","","0.734500800238715","1.72300004959106","","","","89","116","","","0.549828947460131","24.41","32","12","0","0","0","","","","","","","","","","","","","","",""
"Swim","","Custom","Custom","0.2","600","9/23/2016","","","","","","","0.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bike","Nice and EASY! Either outside or on Trainer","Custom","Custom","3.5","","9/24/2016","Purpose is build aerobic system by activating slow-twitch muscles and keeping HR down (z1 - z2).","116126.803333335","88","219","1105.799","","3.5","9.21641296296307","","76","","100","121","","","0.439409964709728","67.09","170","40","0","0","0","","","","","","200","10","1","0","0","0","","","",""
"Other","","Custom","Custom","","","9/25/2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Run","","Custom","Custom","","","9/25/2016","","1612.05004882813","","","","","0.332306111653646","1.34800004959106","","","","70","76","","","0.423647279844227","6.43","20","0","0","0","0","","","","","","","","","","","","","","",""
"Bike","","Custom","Custom","","","9/25/2016","","33547.2041666675","76","101","274.907","","1","9.31866782407431","","72","","90","96","","","0.358593579372708","12.74","60","0","0","0","0","","","","","","60","0","0","0","0","0","","","",""
"Run","EASY. Get into nice rhythm and enjoy the run.","Custom","Custom","1.5","","9/26/2016","","11421.4697265625","","","","","1.37784057617188","2.30299997329712","","","","112","128","","","0.72108879029778","80","13","69","0","0","0","","","","","","","","","","","","","","",""
"Swim","-200 EASY w/u -5 x 100 (3c,2c,1c, swim) :15 RI (you can wear fins) -8 x 75 HOLD PACE on 1:40 -200 kick w/fins -20 x 25 HOLD PACE w/PB&P on :30 -200 EASY c/d","Custom","Custom","0.75","2200","9/27/2016","","2200","","","","","0.771944444444445","0.791651673263764","","16","","","","","","0.924485263741914","53.1","","","","","","","","","","","","","","","","","","","",""
"Bike","Easy ride today. HR zone 1-2.","Custom","Custom","1","","9/27/2016","","31758.642222223","72","100","261.179","","1","8.82184506172861","","68","","99","117","","","0.343610944023361","11.73","55","5","0","0","0","","","","","","60","0","0","0","0","0","","","",""
"Run","1 mile walk with base warmup and accelerations. 1 Mile intervals. then .3 CD","Custom","Custom","0.566666666666667","3781.95947265625","9/28/2016","","3740.3798828125","","","","","0.563326958550347","1.84399998188019","","","","92","142","","","0.579344072065931","20.65","23","10","1","0","0","","","","","","","","","","","","","","",""
"Swim","Warmup [500] 5 x (2 x 25) + (1 x 50) Zone 2 get slightly faster each round Prep Set N/A Main Set [2000] 20 x 100 (Zones 2-3) on 15 sec rest (Take extra rest if needed) Cool down [500] 5 x 100 (Zone 1-2) alternate 25 free, 25 back -25 free- 25 choice","Custom","Custom","1.08333333333333","3000","9/28/2016","","3000","","","","","1.06697222603692","0.78100634229217","","23","","","","","","0.862682118964063","68.5","","","","","","","","","","","","","","","","","","","",""
"Run","10 Minutes warmup after base neuro muscular activation. 35 minutes Hill repeats. During this segment go apx 100 meters up and 50 meters back then apx 100 meters u[ and 50 meters back. Repeat to the top and work on fast turnover on the descent then continue to repeat for apx 35 minutes Cooldown apx 15 minutes.","Custom","Custom","1","","9/28/2016","","8143.28315933637","","","","","1.04305555555556","2.16865064163419","","","","131","158","","","0.667327441525664","46.45","1","19","32","5","0","","","","","","","","","","","","","","",""
"Run","The purpose of this activity is to both promote recovery and consistency of movement. The run should be very EZ and at a low HR. It will often function as an overall warm up prior to dynamic neuro-muscular activation set of exercises prior to a run workout.","Custom","Custom","0.566666666666667","3781.95947265625","9/29/2016","","3712.80004882813","","","","","0.580012749565972","1.77799999713898","","","","93","120","","","0.540928635792897","18.55","24","11","0","0","0","","","","","","","","","","","","","","",""
"Swim","Warmup [500] 6 x 50 free (Zone 2) on 10 sec rest, 200 (Zone 2) as {50 drill/ 50 free} Prep Set [400] 4 x 100 (Zone 3) as {50 kick/ 50 stroke}on 15 sec rest Main Set [900] 9 x 100 descending 1-3 on 30 sec rest (Zone 3, Zone 4, Zone 4-5) Cool down [200] 200 choice (Zone 2)","Custom","Custom","0.75","2000","9/29/2016","","2000","","","","","0.698206391864353","0.79567091369278","","17","","","","","","0.878878482120952","47.4","","","","","","","","","","","","","","","","","","","",""
"Run","EASY. Get into nice rhythm and enjoy the run.","Custom","Custom","1.5","","9/30/2016","","11324.9296875","","","","","1.32292304144965","2.37800002098084","","","","114","144","","","0.747723449792187","82.52","9","64","7","0","0","","","","","","","","","","","","","","",""
"Bike","Easy ride today. HR zone 1-2.","Custom","Custom","1","","9/30/2016","","19763.880859375","","","","","0.801841091579861","6.84700012207031","","57","","120","148","","","0.654433830657048","37.83","5","29","14","1","0","","","","","","","","","","","","","","",""
"Bike","Nice and EASY! Either outside or on Trainer","Custom","Custom","4","","10/1/2016","Purpose is build aerobic system by activating slow-twitch muscles and keeping HR down (z1 - z2).","29031.099609375","","","","","1.10561781141493","7.29400014877319","","54","","108","153","","","0.618325730386276","46.94","27","32","6","1","0","","","","","","","","","","","","","","",""
"Other","","Custom","Custom","","","10/2/2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Other","","","","","","10/2/2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Day Off","","","","","","10/2/2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Run","The purpose of this activity is to both promote recovery and consistency of movement. The run should be very EZ and at a low HR. It will often function as an overall warm up prior to dynamic neuro-muscular activation set of exercises prior to a run workout.","Custom","Custom","0.566666666666667","3781.95947265625","10/3/2016","Doing this as a warmup for the day with Lee.","3696.86010742188","","","","","0.580694444444444","1.76800000667572","","","","83","114","","","0.550228545823244","19.21","30","5","0","0","0","","","","","","","","","","","","","","",""
"Run","-20 min EASY w/u -20 x (1min HARD, 1min EASY) -20 min EASY c/d","Custom","Custom","1.33333333333333","","10/3/2016","These are TOUGH. Stay focused and try and keep same effort while maintaining form. I adjusted the times for the warmup and cooldown since it takes between 18 and 20 minutes to ez pace up to the circle where I run intervals safely.","","","",""," *10/03/2016 Mark Turner: I did this workout but Garmin Connect is currently seriously HOSED!* *10/03/2016 Mark Turner: https://connect.garmin.com/modern/activity/1389824917*","1.26666666666667","","","","","","","","","","","11","33","23","9","0","","","","","","","","","","","","","","",""
"Swim","1 x 400 easy warm-up mix 1 x 500 steady swim (10 minutes non-stop) 8 x 50 build w/ glide (focus on snap & glide at end, pull buoy only) :15 RI 8 x 75 PB&P on 2:00 8 x 25 kick w/o fins on :45 1 x 300 swim (Easy/Fast by 50's) 1 x 200 easy recovery","Custom","Custom","1","2600","10/4/2016","","2600","","","","","0.90330972565545","0.799509961894125","","21","","","","","","0.883119182046573","62.21","","","","","","","","","","","","","","","","","","","",""
"Bike","-15min EASY w/u 95±5 rpm -5 x 30sec pickups, 30 sec EASY -4 x (5min @ Threshold = HARD, 5min EASY) -20min @Tempo = MOD -5min EASY -5 x (1min @ VO2 MAX. 2min EASY) -10 x Accelerations (20sec MAX, 1min EASY) -EASY to 2hours","Custom","Custom","2","","10/4/2016","Polarized: combining different energy systems into one session.","64655.2211111111","124","318","891.358","","2","8.97989182098766","","73","","128","156","","","0.687044378933291","94.21","1","57","49","13","0","","","","","","74","23","1","16","4","2","","","",""
"Day Off","","","","","","10/5/2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Run","EASY. Get into nice rhythm and enjoy the run.","Custom","Custom","1","","10/6/2016","","9228.6396484375","","",""," *10/06/2016 Mark Turner: HOT! RPE from a cardio standpoint 5-6 but legs more like  a7-8. Reference today's swim kickset.*","1.00247165256076","2.55699992179871","","","","137","171","","","0.800118292922401","71.1","1","10","28","21","1","","","","","","","","","","","","","","",""
"Swim","-400 mix w/u -3 x 200 w/fins (100 kick on back, 50 drill catchup, 50 swim) -100 Easy swim -5 x (4 x 75 on 1:50 (hit under 1:35) then 1min rest in between sets) -100 Easy -300 PB&P about 2;00 pace -200 EASY w/d","Custom","Custom","1.16667","3200","10/6/2016","Purpose: Endurance Strength buiding Description: By doing these 50s, we're able to get high quality swims in while still maintaining form.","3200","","",""," *10/06/2016 Mark Turner: Garmin No Buoy but WO completed as prescribed.* *10/06/2016 Mark Turner: Best Kick set I have ever had No cramping at all with the fins so I was able to go more consistent and harder than usual. RPE on the 75s about an 8. everything else 5-6 or lower.*","1.08333333333333","0.820512820512821","","","","","","","","0.906296970666667","80.64","","","","","","","","","","","","","","","","","","","",""
"Swim","1 x 400 easy warm-up swim 1 x 1000 swim (EASY, EASY, HARD by 25's) 4 x 50 Build to MAX on 1:30 (use PB) 1 x 1000 swim (EASY, EASY, HARD by 25's) 4 x 50 Build to MAX on 1:30 1 x 200 easy recovery","Custom","Custom","1.16667","3000","10/7/2016","","","","","","","0.666666666666667","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bike","Nice and EASY! Either outside or on Trainer","Custom","Custom","1.5","","10/7/2016","Purpose is build aerobic system by activating slow-twitch muscles and keeping HR down (z1 - z2).","48048.0811111123","76","101","409.389","","1.5","8.89779279835414","","73","","94","102","","","0.35505634307187","18.73","90","0","0","0","0","","","","","","90","0","0","0","0","0","","","",""
"Run","","Custom","Custom","","","10/7/2016","","3716.6201171875","","","","","0.602021959092882","1.7150000333786","","","","91","148","","","0.538856223949744","19.13","26","6","3","0","0","","","","","","","","","","","","","","",""
"Run","Start EASY, then settle in to steady pace. Increase pace for last 30min to finish at a hard effort","Custom","Custom","1.75","","10/8/2016","Be focused and start EASY!","17720.5390625","","",""," *10/08/2016 Mark Turner: Finished between an 8 and 9 Mostly in the 4-7 range until the 30 mins hard to fast effort.*","1.76112413194444","2.79500007629395","","","","132","168","","","0.885552483497229","155.22","1","44","32","27","1","","","","","","","","","","","","","","",""
"Other","","Custom","Custom","","","10/9/2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bike","Nice and EASY! Either outside or on Trainer","Custom","Custom","4","","10/9/2016","Purpose is build aerobic system by activating slow-twitch muscles and keeping HR down (z1 - z2).","136095.001944444","97","213","1394.184"," *10/09/2016 Mark Turner: That was a serious pain in the #$S. Literally:)*","4","9.45104180169749","","78","","106","125","","","0.467180957726559","86.74","123","117","0","0","0","","","","","","233","6","0","0","0","0","","","",""
"Day Off","","","","","","10/10/2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Swim","1 x 400 Easy w/u 4 x 150 (FIST, Catpaw, Swim) :10 RI 1 x 1000 PULL (PB&P) 50 EASY 3 x 100 on 4:00 for TIME (record for coach) 1 x 200 easy recovery","Custom","Custom","0.75","2550","10/11/2016","1:37 avg pace. Wow thanks for the confidence:)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bike","Nice and EASY! Either outside or on Trainer","Custom","Custom","1.5","","10/11/2016","Purpose is build aerobic system by activating slow-twitch muscles and keeping HR down (z1 - z2).","49805.1947222216","81","101","436.05","","1.5","9.22318420781881","","76","","91","102","","","0.377066209430487","21.19","90","0","0","0","0","","","","","","90","0","0","0","0","0","","","",""
"Run","10 Minutes warmup after base neuro muscular activation. 35 minutes Hill repeats. During this segment go apx 100 meters up and 50 meters back then apx 100 meters u[ and 50 meters back. Repeat to the top and work on fast turnover on the descent then continue to repeat for apx 35 minutes Cooldown apx 15 minutes.","Custom","Custom","1","","10/12/2016","","","","","","","1","0","","","","131","165","","","0.674605935591","11.72","3","2","3","5","1","","","","","","","","","","","","","","",""
"Swim","-400 mix w/u -3 x 200 w/fins (100 kick on back, 50 drill catchup, 50 swim) -100 Easy swim -5 x (4 x 75 on 1:50 (hit under 1:35) then 1min rest in between sets) -100 Easy -300 PB&P about 2;00 pace -200 EASY w/d","","","1.16667","3200","10/13/2016","Purpose: Endurance Strength buiding Description:","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bike","Just get out and ride or stay indoors on Trainer. EASY pace to promote recovery!","Custom","Custom","1","","10/13/2016","","32364.8655555564","84","108","302.296","","1","8.99024043209899","","74","","91","98","","","0.391167616181318","15.16","60","0","0","0","0","","","","","","60","0","0","0","0","0","","","",""
"Run","","Custom","Custom","","","10/13/2016","","3761.23999023438","","","","","0.587611083984375","1.77799999713898","","","","85","117","","","0.550580657217161","19.47","29","7","0","0","0","","","","","","","","","","","","","","",""
